,CVE_DOC,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO
355,F37703,570.3,0.0,72.34,570.3,72.34,497.96
356,F37708,942.7,108.0,219.9,2576.7,625.1,1813.74
357,F37710,1784.0,116.97,116.97,3568.0,233.93,1667.03
358,F37711,942.7,0.0,219.9,7903.2,2448.37,684.8
359,F37713,942.7,0.0,219.9,10047.0,625.1,2075.39
360,F37714,942.7,0.0,219.9,2576.7,625.1,684.8
361,F37717,585.13,97.0,97.0,585.13,97.0,488.13
362,F37718,561.0,71.53,71.53,2244.0,286.12,489.47
363,F37718,561.0,88.34,88.34,2244.0,353.34,472.66
364,F37719,710.0,228.89,228.89,2130.0,686.66,481.11
365,F37722,579.66,0.0,50.94,579.66,50.94,528.72
366,F37722,800.0,0.0,45.28,800.0,45.28,754.72
367,F37724,395.0,0.0,4.92,1185.0,14.76,390.08
368,F37728,942.7,108.0,219.9,2576.7,625.1,1903.42
369,F37728,2366.63,108.0,698.18,2576.7,625.1,1668.45
370,F37730,691.68,211.36,211.36,691.68,211.36,480.32
371,F37730,862.33,410.21,410.21,862.33,410.21,452.12
372,F37731,120.0,38.96,38.96,120.0,38.96,81.04
373,F37734,942.7,0.0,219.9,2576.7,625.1,684.8
374,F37736,150.0,0.0,88.63,3750.0,2215.69,61.37
375,F37737,190.52,71.25,71.25,381.04,142.5,119.27
376,F37740,1850.0,0.0,710.34,3700.0,1420.68,1139.66
377,F37742,636.21,102.22,102.22,636.21,102.22,533.99
378,F37743,918.0,0.0,502.32,2754.0,1506.97,415.68
379,F37746,525.0,97.46,97.46,4200.0,779.66,427.54
380,F37746,495.0,172.28,172.28,990.0,344.57,322.72
381,F37746,354.5,155.02,155.02,709.0,310.03,199.48
382,F37746,354.5,177.36,177.36,354.5,177.36,177.14
383,F37750,2198.58,216.46,216.46,6595.74,649.37,1982.12
384,F37750,1260.48,213.66,213.66,5041.92,854.65,1046.82
385,F37751,780.25,37.66,37.66,1560.5,75.32,742.59
386,F37751,799.12,44.54,44.54,1598.24,89.08,754.58
387,F37751,821.89,48.09,48.09,1643.78,96.18,773.8
388,F37751,839.43,51.09,51.09,1678.86,102.18,788.34
389,F37752,190.52,72.37,72.37,190.52,72.37,118.15
390,F37753,435.0,220.0,220.0,435.0,220.0,215.0
391,F37755,527.59,64.91,64.91,527.59,64.91,462.68
392,F37756,1205.0,258.43,258.43,1205.0,258.43,946.57
393,F37757,704.5,173.0,173.0,704.5,173.0,531.5
394,F37758,942.7,0.0,714.2,2576.7,625.1,684.8
395,F37760,778.17,391.24,391.24,1556.35,782.48,386.94
396,F37761,907.5,116.73,116.73,907.5,116.73,790.77
397,F37764,165.0,48.49,48.49,495.0,145.47,116.51
398,F37770,862.35,410.21,410.21,862.35,410.21,452.14
399,F37772,1551.72,316.4,316.4,1551.72,316.4,1235.32
400,F37774,538.79,6.69,6.69,538.79,6.69,532.1
401,F37775,387.93,24.0,24.0,387.93,24.0,363.93
402,F37776,1020.0,258.21,258.21,1020.0,258.21,761.79
403,F37777,1299.32,340.8,340.8,2576.7,625.1,958.52
404,F37785,445.0,220.0,220.0,445.0,220.0,225.0
405,F37787,1513.0,0.0,447.47,2576.7,625.1,1065.53
406,F37788,500.5,0.0,26.95,6006.0,323.44,473.55
407,F37791,1056.03,244.91,244.91,1056.03,244.91,811.12
408,F37802,562.5,88.95,88.95,3375.0,533.7,473.55
409,F37802,646.6,91.21,91.21,3879.6,547.28,555.39
410,F37803,1475.3,366.1,366.1,2576.7,625.1,1109.2
411,F37803,942.7,108.0,736.48,3053.25,736.48,684.8
412,F37804,1475.3,356.75,356.75,2576.7,625.1,1118.55
413,F37804,942.7,0.0,791.1,9159.75,2373.3,684.8
414,F37805,620.0,0.0,236.1,2576.7,625.1,383.9
415,F37807,1899.85,0.0,517.36,3799.7,1034.72,1382.49
416,F37808,2458.45,0.0,305.38,9833.8,1221.53,684.8
417,F37813,942.7,0.0,219.9,4956.73,1306.63,684.8
418,F37814,657.5,88.74,88.74,1972.5,266.21,568.76
419,F37817,942.7,0.0,219.9,2576.7,1516.24,684.8
420,F37817,942.7,108.0,219.9,2576.7,625.1,684.8
421,F37818,435.72,137.48,137.48,435.72,137.48,298.24
422,F37824,120.09,42.79,42.79,120.09,42.79,77.3
423,F37827,633.6,112.24,112.24,633.6,112.24,521.36
424,F37827,564.71,111.07,111.07,564.71,111.07,453.64
425,F37827,633.6,112.24,112.24,633.6,112.24,521.36
426,F37827,498.65,59.54,59.54,498.65,59.54,439.11
427,F37827,616.0,110.37,110.37,616.0,110.37,505.63
428,F37827,598.0,110.37,110.37,598.0,110.37,487.63
429,F37829,862.0,90.16,90.16,862.0,90.16,771.84
430,F37830,705.5,106.52,106.52,2116.5,319.57,598.98
431,F37831,705.5,0.0,158.37,2822.0,633.46,547.13
432,F37832,2278.45,359.16,359.16,2278.45,359.16,1919.29
433,F37834,2359.7,377.29,377.29,9438.8,1509.17,1982.41
434,F37835,1105.6,0.0,165.15,1105.6,165.15,940.45
435,F37836,2400.0,360.32,360.32,4800.0,720.65,2039.68
436,F37841,1500.0,0.36,0.36,3000.0,0.72,1499.64
437,F37842,435.0,220.0,220.0,435.0,220.0,215.0
438,F37843,938.53,0.0,161.73,3754.12,646.92,776.8
439,F37844,405.2,0.0,47.25,810.4,94.49,357.95
440,F37845,357.76,113.59,113.59,357.76,113.59,244.17
441,F37852,625.7,0.0,91.9,3128.5,459.5,533.8
442,F37852,625.7,0.0,98.64,1877.1,295.92,527.06
443,F37853,153.45,51.36,51.36,153.45,51.36,102.09
444,F37854,204.08,0.0,203.34,5101.91,625.1,0.74
445,F37858,1853.25,0.0,219.9,7413.0,625.1,712.32
446,F37858,599.0,0.0,251.51,2995.0,1257.53,347.49
447,F37860,1100.0,0.0,183.83,4400.0,735.34,916.17
448,F37863,1991.06,0.0,755.73,3982.12,1511.46,1235.33
449,F37866,535.12,0.0,70.86,535.12,70.86,464.26
450,F37872,942.7,0.0,219.9,7858.22,625.1,684.8
451,F37876,188.0,0.0,94.84,188.0,94.84,93.16
452,F37876,650.0,321.87,321.87,650.0,321.87,328.13
453,F37878,485.0,144.4,144.4,970.0,288.8,340.6
454,F37878,310.0,50.54,50.54,310.0,50.54,259.46
455,F37880,1063.83,0.0,409.87,3191.49,1229.62,653.96
456,F37882,908.0,204.07,204.07,908.0,204.07,703.93
457,F37882,163.0,48.49,48.49,163.0,48.49,114.51
458,F37883,2325.0,0.0,722.38,2325.0,722.38,1602.62
459,F37884,1350.0,248.65,248.65,2700.0,497.3,1101.35
460,F37888,1005.0,0.0,387.87,2010.0,775.73,617.13
461,F37888,1005.0,0.0,404.78,1005.0,404.78,600.22
462,F37892,2849.5,108.0,219.9,2849.5,1125.85,1723.65
463,F37898,1265.09,432.3,432.3,1265.09,432.3,832.79
464,F37899,900.69,0.0,396.54,9006.9,625.1,504.15
465,F37900,527.0,48.21,48.21,527.0,48.21,478.79
466,F37903,1241.0,318.83,318.83,2576.7,2869.44,922.17
467,F37906,1120.69,133.09,133.09,1120.69,133.09,987.6
468,F37908,780.0,160.64,160.64,4680.0,963.82,619.36
469,F37909,867.03,0.0,403.47,867.03,403.47,463.56
470,F37910,940.0,0.0,148.76,940.0,148.76,791.24
471,F37910,940.0,0.0,148.76,940.0,148.76,791.24
472,F37912,164.14,0.0,111.17,4103.6,2779.23,52.97
473,F37914,907.0,7.6,7.6,907.0,7.6,899.4
474,F37919,659.6,107.68,107.68,659.6,107.68,551.92
475,F37922,1572.45,0.0,647.84,4717.35,1943.52,924.61
476,F37925,310.0,50.54,50.54,1240.0,202.16,259.46
477,F37927,1615.0,493.68,493.68,6460.0,1974.74,1121.32
478,F37929,760.25,0.0,123.23,760.25,123.23,637.02
479,F37933,942.7,108.0,219.9,2576.7,625.1,684.8
480,F37937,2625.5,108.0,219.9,5251.0,2428.6,1411.2
481,F37938,145.0,0.0,67.57,290.0,135.14,77.43
482,F37939,1035.0,223.66,223.66,1035.0,223.66,811.34
483,F37941,612.0,183.93,183.93,1224.0,367.86,428.07
484,F37942,825.0,333.44,333.44,4125.0,1667.21,491.56
485,F37943,1529.69,108.0,219.9,3059.38,1685.48,686.95
486,F37944,703.45,217.64,217.64,4220.7,1305.87,485.81
487,F37946,2750.0,108.0,797.54,2750.0,797.54,1952.46
488,F37947,942.7,108.0,219.9,10047.0,625.1,2029.25
489,F37951,110.0,42.79,42.79,110.0,42.79,67.21
490,F37953,435.97,67.31,67.31,1307.91,201.92,368.66
491,F37953,491.03,67.21,67.21,982.06,134.42,423.82
492,F37958,180.0,86.23,86.23,360.0,172.46,93.77
493,F37959,163.0,48.49,48.49,163.0,48.49,114.51
494,F37960,676.72,0.0,213.87,676.72,213.87,462.85
495,F37961,1000.0,0.0,48.85,1000.0,48.85,951.15
496,F37962,1000.0,0.0,48.85,3000.0,146.54,951.15
497,F37964,695.2,46.14,46.14,6952.0,461.36,649.06
498,F37966,462.0,220.0,220.0,462.0,220.0,242.0
499,F37967,243.82,0.0,210.95,4876.39,625.1,32.87
500,F37970,468.1,28.9,28.9,468.1,28.9,439.2
501,F37971,1395.35,108.0,671.48,2790.7,1342.97,723.87
502,F37972,1037.1,249.07,249.07,3111.3,747.21,788.03
503,F37977,942.7,108.0,714.2,2576.7,625.1,684.8
504,F37978,780.0,160.64,160.64,4680.0,963.82,619.36
505,F37980,250.0,72.37,72.37,2500.0,723.67,177.63
506,F37985,1274.14,199.22,199.22,5096.56,796.86,1074.92
507,F37987,1529.69,108.0,219.9,3059.38,1685.48,686.95
508,F37990,805.0,143.09,143.09,1610.0,286.18,661.91
509,F37990,812.0,0.0,148.02,812.0,148.02,663.98
510,F37990,587.0,0.0,38.92,587.0,38.92,548.08
511,F37991,153.45,51.36,51.36,306.9,102.71,102.09
512,F37996,1572.45,517.64,517.64,3144.9,1035.28,1054.81
513,F37997,942.7,0.0,219.9,7402.72,921.37,684.8
514,F38000,942.7,108.0,219.9,2576.7,625.1,684.8
515,F38001,207.0,76.46,76.46,1035.0,382.32,130.54
516,F38003,622.0,36.0,36.0,622.0,36.0,586.0
517,F38004,1208.25,67.21,67.21,1208.25,67.21,1141.04
518,F38005,2600.0,509.98,509.98,7800.0,1529.93,684.8
519,F38005,942.7,108.0,694.6,2576.7,625.1,684.8
520,F38008,985.0,0.0,242.78,1970.0,485.55,742.22
521,F38012,942.7,0.0,722.34,3837.4,722.34,684.8
522,F38014,978.6,0.0,518.59,4893.0,2592.94,460.01
523,F38021,942.7,108.0,219.9,2576.7,625.1,684.8
524,F38023,420.69,144.4,144.4,420.69,144.4,276.29
525,F38026,1756.0,108.0,219.9,1756.0,841.63,914.37
526,F38029,1697.71,0.0,567.27,1697.71,567.27,1130.44
527,F38030,485.0,144.4,144.4,485.0,144.4,340.6
528,F38036,398.0,50.54,50.54,796.0,101.08,347.46
529,F38042,1022.0,0.0,333.2,2576.7,625.1,688.8
530,F38043,2497.0,504.53,504.53,4994.0,1009.05,1992.47
531,F38046,976.0,0.0,374.14,6832.0,2619.0,601.86
532,F38046,942.7,108.0,219.9,2576.7,625.1,684.8
533,F38047,1475.3,335.51,335.51,2576.7,625.1,1139.79
534,F38047,942.7,0.0,791.1,2576.7,625.1,684.8
535,F38048,942.7,0.0,219.9,3395.0,928.07,684.8
536,F38058,488.62,0.0,61.88,4886.2,618.84,426.74
537,F38059,366.0,42.99,42.99,732.0,85.97,323.01
538,F38061,276.91,11.02,11.02,553.82,22.03,265.89
539,F38062,207.0,76.74,76.74,1242.0,460.41,130.27
540,F38064,732.0,222.0,222.0,732.0,222.0,510.0
541,F38065,427.0,33.79,33.79,427.0,33.79,393.21
542,F38066,514.25,112.64,112.64,1028.5,225.28,401.61
543,F38067,485.0,144.4,144.4,2425.0,722.0,340.6
544,F38067,310.0,50.54,50.54,310.0,50.54,259.46
545,F38069,893.0,72.34,72.34,893.0,72.34,820.66
546,F38073,244.02,210.95,210.95,4148.34,625.1,33.07
547,F38074,2895.47,0.0,219.9,2576.7,625.1,1727.06
548,F38082,2186.0,108.0,219.9,8744.0,625.1,1137.6
549,F38083,120.12,42.79,42.79,120.12,42.79,77.33
550,F38085,2177.5,0.0,319.29,2576.7,1915.76,1858.21
551,F38086,623.2,0.0,145.86,1246.4,291.71,477.34
552,F38089,330.85,0.0,98.63,3308.5,986.31,232.22
553,F38090,2044.2,0.0,406.12,2044.2,406.12,1638.08
554,F38092,648.3,97.53,97.53,648.3,97.53,550.77
555,F38092,419.0,10.7,10.7,419.0,10.7,408.3
556,F38094,225.0,0.0,98.63,225.0,98.63,126.37
557,F38096,734.5,0.0,136.98,734.5,136.98,597.52
558,F38097,942.7,108.0,219.9,2576.7,625.1,684.8
559,F38102,1158.19,305.31,305.31,2316.38,610.62,852.88
560,F38104,207.0,90.91,90.91,3105.0,1363.68,116.09
561,F38109,634.5,42.35,42.35,634.5,42.35,592.15
562,F38111,427.0,33.79,33.79,1708.0,135.17,393.21
563,F38112,301.07,3.8,3.8,301.07,3.8,297.27
564,F38113,1306.03,344.32,344.32,1306.03,344.32,961.71
565,F38114,355.0,131.87,131.87,7100.0,2637.36,223.13
566,F38115,1450.0,224.13,224.13,8700.0,1344.78,1225.87
567,F38116,999.95,200.3,200.3,999.95,200.3,799.65
568,F38119,410.0,0.0,113.06,2050.0,565.29,296.94
569,F38122,2200.0,108.0,773.91,2200.0,773.91,1426.09
570,F38124,978.6,477.85,477.85,4893.0,2389.27,500.75
571,F38124,732.0,136.25,136.25,3660.0,681.25,595.75
572,F38127,153.25,62.82,62.82,153.25,62.82,90.43
573,F38129,663.88,101.4,101.4,663.88,101.4,562.48
574,F38130,2025.2,0.0,483.67,2025.2,483.67,1541.53
575,F38131,703.45,217.64,217.64,4220.7,1305.87,485.81
576,F38132,488.0,0.0,144.4,2440.0,722.0,343.6
577,F38134,153.45,62.82,62.82,306.9,125.64,90.63
578,F38135,994.0,0.0,46.17,9940.0,461.74,947.83
579,F38140,551.25,0.0,286.82,2756.25,1434.11,264.43
580,F38141,2750.0,108.0,797.54,5500.0,1595.08,1952.46
581,F38142,475.0,36.52,36.52,950.0,73.04,438.48
582,F38145,2278.45,108.0,701.72,2278.45,701.72,1576.73
583,F38147,375.0,88.03,88.03,1500.0,352.13,286.97
584,F38148,942.7,108.0,219.9,6273.0,1368.31,684.8
585,F38149,532.76,33.75,33.75,532.76,33.75,499.01
586,F38155,605.4,80.09,80.09,605.4,80.09,525.31
587,F38159,689.63,227.18,227.18,1379.26,454.37,462.44
588,F38160,942.7,0.0,219.9,2576.7,625.1,684.8
589,F38161,933.85,172.13,172.13,1867.7,344.27,761.72
590,F38161,335.0,58.36,58.36,670.0,116.73,276.64
591,F38170,1944.0,0.0,330.09,1944.0,330.09,1613.91
592,F38170,2133.25,0.0,453.27,2133.25,453.27,1679.98
593,F38171,424.0,253.0,253.0,424.0,253.0,171.0
594,F38177,2068.5,0.0,219.9,2068.5,1261.99,806.51
595,F38178,2068.5,0.0,219.9,2068.5,1261.99,806.51
596,F38179,2464.2,0.0,219.9,4928.4,2135.98,1396.21
597,F38180,2464.2,108.0,219.9,4928.4,2261.08,1333.66
598,F38186,942.7,108.0,219.9,2576.7,625.1,684.8
599,F38189,2325.34,518.74,518.74,2325.34,518.74,1806.6
600,F38191,564.1,60.64,60.64,564.1,60.64,503.46
601,F38194,1615.0,108.0,685.68,6460.0,2742.7,929.32
602,F38195,1451.65,295.91,295.91,1451.65,295.91,1155.74
603,F38196,572.0,0.0,206.11,1144.0,412.22,365.89
604,F38196,812.0,0.0,363.09,1624.0,726.18,448.91
605,F38196,1548.0,0.0,599.82,3096.0,1199.64,948.18
606,F38200,622.0,0.0,83.98,4976.0,671.87,538.02
607,F38201,986.0,0.0,236.74,4930.0,1183.69,749.26
608,F38204,1133.0,279.88,279.88,9064.0,2239.06,853.12
609,F38205,938.53,165.95,165.95,1877.06,331.9,772.58
610,F38208,150.86,42.79,42.79,452.58,128.38,108.07
611,F38209,474.14,0.0,219.9,474.14,625.1,684.8
612,F38215,942.7,108.0,806.14,2576.7,625.1,684.8
613,F38216,1526.77,0.0,324.05,1526.77,324.05,1202.72
614,F38217,1088.0,0.0,190.25,6528.0,1141.51,897.75
615,F38221,1296.0,0.0,244.07,2576.7,625.1,1051.93
616,F38228,689.0,170.19,170.19,689.0,170.19,518.81
617,F38229,578.0,181.72,181.72,2576.7,625.1,396.28
618,F38230,385.0,253.0,253.0,385.0,253.0,132.0
619,F38233,407.0,0.0,101.07,6105.0,1516.01,305.93
620,F38234,543.0,0.0,113.69,4344.0,909.55,429.31
621,F38235,1365.0,115.41,115.41,8190.0,692.44,1249.59
622,F38236,1139.88,168.7,168.7,1139.88,168.7,971.18
623,F38239,790.0,117.49,117.49,7900.0,1174.89,672.51
624,F38240,210.0,77.57,77.57,420.0,155.15,132.43
625,F38241,862.35,0.0,335.46,2576.7,625.1,526.89
626,F38245,617.2,0.0,149.98,617.2,149.98,467.22
627,F38246,732.0,222.0,222.0,1464.0,444.0,510.0
628,F38247,582.93,0.0,30.65,1165.86,61.3,552.28
629,F38248,582.93,0.0,30.65,1748.79,91.95,552.28
630,F38249,265.08,97.49,97.49,265.08,97.49,167.59
631,F38256,592.5,0.0,114.65,1185.0,229.29,477.85
632,F38261,642.0,321.87,321.87,1926.0,965.61,320.13
633,F38265,994.4,0.0,104.4,1988.8,208.8,890.0
634,F38276,632.5,0.0,65.47,1265.0,130.94,567.03
635,F38277,980.0,287.63,287.63,5880.0,1725.78,692.37
636,F38278,1130.5,0.0,471.48,4522.0,1885.91,659.02
637,F38279,840.0,0.0,160.02,1680.0,320.04,679.98
638,F38281,1842.5,0.0,710.13,7370.0,2840.53,1132.37
639,F38281,1914.5,0.0,736.2,3829.0,1472.41,1178.3
640,F38282,1239.3,0.0,244.63,2576.7,2446.31,994.67
641,F38283,1047.0,0.0,213.38,8376.0,1707.07,833.62
642,F38283,965.0,0.0,213.77,4825.0,1068.83,751.23
643,F38284,516.0,0.0,62.28,1032.0,124.56,453.72
644,F38288,453.24,171.87,171.87,453.24,171.87,281.37
645,F38291,942.7,0.0,219.9,2576.7,625.1,684.8
646,F38293,980.0,0.0,295.95,2576.7,625.1,684.05
647,F38294,910.0,0.0,62.4,5460.0,374.39,847.6
648,F38295,1140.86,407.85,407.85,1140.86,407.85,733.01
649,F38296,750.0,0.0,116.78,3000.0,467.13,633.22
650,F38297,2105.3,108.0,219.9,4210.6,1696.61,1257.0
651,F38300,775.6,208.61,208.61,775.6,208.61,567.0
652,F38302,400.64,0.0,59.77,801.28,119.54,340.87
653,F38309,999.91,200.3,200.3,1999.81,400.6,799.61
654,F38312,1450.0,266.04,266.04,2576.7,625.1,1183.97
655,F38315,942.7,108.0,219.9,2576.7,625.1,684.8
656,F38317,644.0,79.79,79.79,1288.0,159.57,564.21
657,F38317,570.8,83.72,83.72,1141.6,167.44,487.08
658,F38317,605.4,80.09,80.09,605.4,80.09,525.31
659,F38321,425.0,253.0,253.0,425.0,253.0,172.0
660,F38324,563.5,55.83,55.83,563.5,55.83,507.67
661,F38327,424.0,253.0,253.0,424.0,253.0,171.0
662,F38329,825.0,0.0,332.9,9900.0,625.1,492.1
663,F38336,999.91,200.3,200.3,999.91,200.3,799.61
664,F38342,739.66,7.6,7.6,739.66,7.6,732.06
665,F38343,936.45,206.22,206.22,9364.5,2062.24,730.23
666,F38344,1299.32,378.12,378.12,2576.7,625.1,921.2
667,F38346,942.7,108.0,602.39,3668.0,602.39,684.8
668,F38347,812.53,68.34,68.34,1625.06,136.67,744.19
669,F38349,485.0,135.69,135.69,1940.0,542.76,349.31
670,F38349,375.0,54.8,54.8,1500.0,219.2,320.2
671,F38351,301.5,432.0,432.0,1206.0,1728.0,-130.5
672,F38352,942.7,0.0,219.9,2576.7,625.1,684.8
673,F38353,564.1,0.0,47.7,1128.2,95.4,516.4
674,F38357,2218.0,108.0,717.66,4436.0,1435.32,1500.34
675,F38358,999.91,200.3,200.3,999.91,200.3,799.61
676,F38364,94.5,42.79,42.79,94.5,42.79,51.71
677,F38365,1697.71,562.77,562.77,1697.71,562.77,1134.94
678,F38368,2025.2,0.0,483.67,4050.4,967.34,1541.53
679,F38372,799.1,174.94,174.94,3196.4,699.77,624.16
680,F38373,642.0,321.87,321.87,1926.0,965.61,320.13
681,F38374,1545.0,89.98,89.98,9270.0,539.86,1455.02
682,F38375,942.7,0.0,752.71,3026.6,752.71,684.8
683,F38380,812.53,0.0,111.07,2437.59,333.2,701.46
684,F38386,385.0,253.0,253.0,385.0,253.0,132.0
685,F38388,655.0,7.2,7.2,1310.0,14.4,647.8
686,F38390,504.5,43.24,43.24,5045.0,432.37,461.26
687,F38391,596.6,0.0,120.27,7159.2,1443.18,476.34
688,F38392,510.0,135.69,135.69,510.0,135.69,374.31
689,F38393,1475.3,355.29,355.29,2576.7,625.1,1120.01
690,F38393,942.7,108.0,219.9,7460.0,2930.59,684.8
691,F38395,245.0,92.33,92.33,245.0,92.33,152.67
692,F38399,1410.0,227.74,227.74,1410.0,227.74,1182.26
693,F38401,828.97,65.63,65.63,1657.94,131.25,763.34
694,F38401,1049.3,108.0,654.97,2098.6,1309.94,394.33
695,F38401,631.84,23.77,23.77,1263.68,47.53,608.07
696,F38401,800.19,67.69,67.69,1600.38,135.37,732.5
697,F38403,181.0,62.82,62.82,905.0,314.09,118.18
698,F38403,225.0,77.57,77.57,1125.0,387.87,147.43
699,F38404,1572.45,108.0,668.43,1572.45,668.43,904.02
700,F38407,1600.0,0.0,219.9,6400.0,625.1,764.96
701,F38408,1073.0,0.0,381.64,6438.0,2289.82,691.36
702,F38408,996.0,0.0,257.09,5976.0,1542.56,738.91
703,F38412,557.5,0.0,197.63,1115.0,395.26,359.87
704,F38412,192.0,48.49,48.49,192.0,48.49,143.51
705,F38417,310.0,54.8,54.8,620.0,109.6,255.2
706,F38418,753.04,0.0,86.18,1506.08,172.35,666.86
707,F38424,1550.0,0.0,629.46,9300.0,625.1,920.54
708,F38424,1500.0,0.0,595.77,9000.0,625.1,904.23
709,F38425,564.1,48.03,48.03,564.1,48.03,516.07
710,F38426,521.04,205.2,205.2,521.04,205.2,315.84
711,F38427,485.0,135.69,135.69,1940.0,542.76,349.31
712,F38427,310.0,54.8,54.8,1240.0,219.2,255.2
713,F38428,155.0,77.57,77.57,465.0,232.72,77.43
714,F38432,539.6,0.0,77.8,2158.4,311.18,461.8
